id,g1q00001,g1q00001_other,g1q00002,g1q00003,g1q00004,g1q00004_other,g1q00005,g1q00006_sq002,g1q00006_sq003,g1q00006_sq004,g1q00006_sq005,g2q00001_sq001,g2q00001_sq002,g2q00002,g2q00003_sq001,g2q00003_sq002,g2q00004_sq002,g2q00004_sq003,g2q00004_sq004,g2q00004_sq005,g2q00004_sq006,g2q00004_sq007,g2q00004_sq008,g2q00004_sq009,g2q00004_sq010,g2q00004_sq011,g2q00004_sq012,g2q00004_sq013,g2q00004_sq014,g2q00004_other,g2q00005,g2q00007,g2q00006,g2q00008,g3q00001,g3q00002_sq001,g3q00002_sq002,g3q00002_sq003,g3q00002_sq004,g3q00002_other,g3q00003,g3q00004,g3q00005_sq001,g3q00005_sq002,g3q00005_sq003,g3q00005_sq004,g3q00005_other,g3q00006,g3q00007,g3q00007_other,g3q00008_sq001,g3q00008_sq002,g3q00008_sq003,g3q00009_sq001,g3q00009_sq002,g3q00009_sq003,g3q00009_sq004,g3q00009_sq005,g3q00009_sq006,g3q00009_sq007,g4q00001_sq001,g4q00001_sq002,g4q00001_sq003,g4q00001_sq004,g4q00002,g4q00003_sq001,g4q00003_sq002,g4q00004_sq001,g4q00004_sq002,g4q00004_sq003,g4q00005_sq001,g4q00005_sq002,g4q00005_sq003,g4q00006_sq001,g4q00006_sq002,g4q00006_sq003,g4q00008_sq001,g4q00008_sq002,g4q00008_sq003,g4q00007_sq001,g4q00007_sq002,g4q00007_sq003,g4q00009,age_group,ati_group,user_group
95,Female,"",21,Deutschland,Abitur / Matura,"",Projektmanager ,6,6,1,1,Strongly agree,Strongly disagree,Sometimes,Rather agree,Rather agree,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,"",Yes,nichts ,nichts,nichts,Ja,Ja,Ja,Nein,Nein,"",Ja,Ja,Ja,Ja,Nein,Nein,,"",One per day,"",Rather agree,Strongly disagree,Strongly disagree,Important,Important,Important,Important,Important,Important,Important,Rather agree,Rather agree,Rather agree,Rather agree,,Rather agree,Neutral,Rather agree,Rather agree,Rather agree,Rather agree,Rather agree,Rather agree,Rather agree,Rather agree,Neutral,Rather agree,Rather agree,Rather agree,Rather agree,Rather agree,Rather agree,nichts,< 25,middle,user
97,Male,"",46,Deutschland,Lehre / Fachschule,"",Sachbearbeiter,5,3,3,3,Neutral,Rather agree,Sometimes,Rather agree,Neutral,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,"",Yes,viele Nachrichten hintereinander weg,aktuelle Infos,weniger häufig,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per week,"",Rather disagree,Rather agree,Neutral,Important,Neutral,Neutral,Important,Very important,Neutral,Important,Rather agree,Neutral,Neutral,Rather agree,,Rather agree,Rather agree,Rather agree,Rather agree,Strongly agree,Neutral,Rather agree,Rather agree,Neutral,Rather agree,Neutral,Rather disagree,Rather agree,Neutral,Rather agree,Rather agree,Neutral,keine,25 - 60,middle,non-user
98,Male,"",61,Deutschland,Sonstiges,Diplom,Unternehmensberater,5,5,2,2,Neutral,Neutral,Sometimes,Strongly agree,Rather agree,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,"",Yes,Werbung,"Fakten, Nachrichten, Tipps",Weiss nicht,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per week,"",Rather agree,Strongly agree,Strongly agree,Very unimportant,Very unimportant,Neutral,Important,Important,Neutral,Important,Strongly agree,Neutral,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,Rather agree,Strongly agree,Neutral,Neutral,Rather agree,Neutral,Rather agree,Rather disagree,Rather agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Rather disagree,Keine,> 60,middle,non-user
99,Male,"",41,Deutschland,Bachelor,"",leiter it,5,5,1,2,Strongly agree,Strongly disagree,Often,Strongly agree,Strongly agree,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,"",Yes,keine,alle,nichts,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Neutral,Rather agree,Rather agree,Important,Neutral,Neutral,Unimportant,Neutral,Neutral,Important,Rather agree,Rather agree,Strongly agree,Rather agree,,Rather agree,Rather agree,Rather agree,Rather agree,Strongly agree,Rather agree,Neutral,Rather agree,Neutral,Rather agree,Neutral,Rather agree,Rather agree,Rather agree,Rather agree,Rather agree,Rather agree,keine,25 - 60,middle,non-user
100,Male,"",67,Deutschland,Master,"",rentner,4,5,4,4,Rather disagree,Rather agree,Never,Strongly disagree,Strongly disagree,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,keine,No,werbung,werbung,keine,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Neutral,Neutral,Rather agree,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Rather agree,Rather agree,Rather agree,Rather agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,keine,> 60,high,non-user
101,Male,"",23,Deutschland,Bachelor,"",Consultant,6,6,4,4,Rather agree,Rather disagree,Sometimes,Strongly agree,Strongly agree,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,"",Yes,Keine,Dringliche Nachrichten direkt On-Screen,Nichts,Ja,Ja,Ja,Nein,Nein,"",Ja,Ja,Nein,Nein,Ja,Nein,,"",One per week,"",Rather disagree,Rather disagree,Strongly disagree,Very important,Neutral,Very important,Neutral,Important,Very unimportant,Very important,Strongly agree,Neutral,Strongly agree,Strongly agree,,Rather disagree,Neutral,Neutral,Rather disagree,Rather agree,Neutral,Neutral,Neutral,Rather agree,Rather disagree,Strongly agree,Neutral,Neutral,Strongly disagree,Neutral,Neutral,Rather disagree,Priorisierung,< 25,high,user
102,Female,"",23,Deutschland,Abitur / Matura,"",PKA,5,5,3,2,Rather agree,Rather agree,Always,Rather agree,Strongly agree,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,"",Yes,Nicht ,Nicht ,Nicht ,Ja,Nein,Ja,Nein,Nein,"",Ja,Ja,Nein,Ja,Nein,Nein,,"",2-5 per day,"",Strongly agree,Rather agree,Rather agree,Important,Important,Important,Very unimportant,Very important,Important,Important,Rather agree,Neutral,Strongly agree,Neutral,,Neutral,Strongly agree,Rather agree,Strongly agree,Strongly agree,Rather agree,Strongly agree,Rather agree,Strongly agree,Rather agree,Rather agree,Strongly agree,Strongly agree,Strongly agree,Rather agree,Strongly agree,Strongly agree,Nicht ,< 25,middle,user
103,Female,"",24,Deutschland,Bachelor,"",Bankkauffrau,3,4,4,5,Rather disagree,Rather agree,Sometimes,Strongly agree,Rather agree,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,"",Yes,Zu oft unwichtig ,Nachrichten v freunden ,"Selbstbestimmen, keine Werbung ",Ja,Ja,Ja,Nein,Nein,"",Ja,Ja,Ja,Nein,Nein,Nein,,"",One per day,"",Rather disagree,Rather disagree,Strongly disagree,Neutral,Very unimportant,Neutral,Very important,Important,Neutral,Very important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Neutral,Strongly agree,Rather agree,Neutral,Rather agree,Rather disagree,Rather disagree,Rather agree,Strongly agree,Rather disagree,Strongly agree,Neutral,Neutral,Rather agree,Rather agree,Strongly agree,Strongly agree,Täglich ,< 25,middle,user
104,Female,"",54,Deutschland,Lehre / Fachschule,"",erwerbsminderungs Rentner,3,3,3,3,Rather agree,Rather disagree,Sometimes,Rather agree,Rather agree,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,"",I am not aware of the option,keine,wenn etwas wichtiges passiert ,nichts,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Rather agree,Strongly agree,Strongly agree,Very unimportant,Very unimportant,Neutral,Neutral,Neutral,Very unimportant,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,keine,25 - 60,low,non-user
105,Male,"",57,Deutschland,Pflichtschule,"",Auslieferungsfahrer ,3,3,2,2,Neutral,Rather disagree,Never,Neutral,Neutral,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",No,Alle ,Unwetter Warnung ,Einstellen ,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Neutral,Neutral,Neutral,Important,Unimportant,Neutral,Neutral,Important,Unimportant,Neutral,Rather agree,Strongly agree,Strongly agree,Rather agree,,Neutral,Rather disagree,Rather agree,Neutral,Rather agree,Rather disagree,Neutral,Neutral,Neutral,Rather agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Keine ,25 - 60,low,non-user
106,Male,"",23,Deutschland,Lehre / Fachschule,"",Verkäufer Lebensmittelhandel,2,4,3,5,Rather disagree,Rather agree,Sometimes,Neutral,Strongly disagree,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",Yes,Werbung,Kontostand und Abbuchungen,weniger  Werbung,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per week,"",Rather disagree,Neutral,Rather disagree,Neutral,Unimportant,Very unimportant,Very unimportant,Unimportant,Neutral,Neutral,Rather disagree,Neutral,Strongly disagree,Neutral,,Neutral,Rather agree,Rather disagree,Strongly disagree,Rather agree,Rather agree,Rather disagree,Rather disagree,Rather disagree,Strongly disagree,Rather disagree,Neutral,Rather agree,Rather agree,Neutral,Strongly disagree,Strongly disagree,keine,< 25,middle,non-user
108,Female,"",23,Deutschland,Bachelor,"",Serviemitarbeiter,4,5,5,5,Rather agree,Rather disagree,Sometimes,Rather agree,Rather agree,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,"",Yes,Das so viele unnötige kommen,Wichtige Nachrichten etc,Weniger unwichtige Benachrichtigungen bekommen,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per day,"",Rather agree,Strongly agree,Rather disagree,Important,Unimportant,Important,Important,Neutral,Important,Important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Rather agree,Rather agree,Strongly agree,Rather disagree,Rather agree,Rather agree,Strongly disagree,Rather agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Neutral,Neutral,C&D,< 25,high,non-user
109,Male,"",23,Deutschland,Abitur / Matura,"",Student,5,4,5,4,Strongly agree,Neutral,Sometimes,Strongly agree,Rather agree,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",Yes,"","","",Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Neutral,Rather disagree,Strongly agree,Neutral,Unimportant,Neutral,Very unimportant,Neutral,Unimportant,Neutral,Rather agree,Neutral,Rather disagree,Neutral,,Rather agree,Rather agree,Strongly agree,Rather disagree,Strongly agree,Rather disagree,Strongly disagree,Rather disagree,Neutral,Rather disagree,Rather agree,Neutral,Rather disagree,Neutral,Rather disagree,Neutral,Neutral,Welche Art von Benachrichtigungen gesendet werden,< 25,high,non-user
111,Female,"",20,Deutschland,Abitur / Matura,"",Pflegekraft,3,4,3,3,Rather agree,Rather disagree,Sometimes,Rather agree,Rather agree,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,"",Yes,"","","",Ja,Ja,Ja,Nein,Nein,"",Nein,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Strongly agree,Strongly agree,Strongly agree,Unimportant,Unimportant,Unimportant,Unimportant,Important,Important,Important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,Rather agree,Rather agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Keine Weitere,< 25,middle,user
113,Male,"",71,Deutschland,Lehre / Fachschule,"","dxdtr,sd,inistrator",4,5,2,1,Strongly disagree,Strongly agree,Never,Strongly agree,Strongly agree,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,keine,Yes,unpassend zeitpunkz,nichts,weglassen,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Depends on the app,garnicht,Strongly agree,Strongly agree,Strongly agree,Unimportant,Unimportant,Very important,Unimportant,Very important,Unimportant,Very important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Rather agree,Strongly agree,Neutral,Rather agree,Strongly agree,Strongly agree,Rather disagree,Strongly agree,Strongly agree,Rather disagree,Strongly agree,Strongly agree,Rather disagree,Strongly agree,Strongly agree,Rather disagree,keine,> 60,low,non-user
114,Female,"",55,Deutschland,Lehre / Fachschule,"",Chemielaborant,6,5,4,5,Rather agree,Strongly agree,Never,Rather agree,Rather agree,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",No,"Alles von Ibfluencern, lifestyle, Händlern","Benachrichtigungen von Nachrichten aus Politik, Weltgeschehen",Keine belanglosen Nachrichten,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Strongly agree,Strongly agree,Strongly agree,Very unimportant,Very unimportant,Neutral,Very unimportant,Neutral,Very unimportant,Very unimportant,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Rather disagree,Strongly agree,Neutral,Rather agree,Rather disagree,Rather disagree,Strongly agree,Strongly disagree,Rather agree,Rather agree,Neutral,Rather agree,Rather agree,Rather disagree,Rather agree,Rather agree,Rather disagree,Keine,25 - 60,high,non-user
115,Female,"",22,Deutschland,Bachelor,"",22,1,1,2,3,Strongly agree,Rather disagree,Often,Rather agree,Neutral,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,"",Yes,Klingeln,Benachrichtigung,Nicht sicher,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Depends on the app,Wann immer es Neuigkeiten gibt,Rather agree,Rather disagree,Strongly disagree,Very unimportant,Very unimportant,Important,Very unimportant,Very important,Very unimportant,Important,Neutral,Rather disagree,Rather agree,Rather agree,,Rather agree,Neutral,Rather agree,Neutral,Neutral,Rather agree,Neutral,Neutral,Strongly agree,Rather disagree,Strongly agree,Rather agree,Neutral,Rather disagree,Rather agree,Rather disagree,Rather disagree,Keine,< 25,low,non-user
117,Female,"",58,Deutschland,Lehre / Fachschule,"",Schulsekretärin,1,1,1,2,Neutral,Rather disagree,Sometimes,Rather agree,Rather disagree,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,"",No,Dauernde Werbung,Nachrichten aus Politik und Sport,da fällt mir nichts ein,Ja,Ja,Ja,Nein,Nein,"",Ja,Ja,Ja,Nein,Ja,Nein,,"",One per day,"",Rather agree,Rather disagree,Strongly disagree,Important,Unimportant,Neutral,Important,Very important,Very important,Very important,Rather agree,Rather agree,Rather agree,Rather agree,,Strongly agree,Rather disagree,Rather agree,Rather disagree,Rather agree,Strongly disagree,Strongly disagree,Strongly disagree,Rather agree,Rather disagree,Rather agree,Rather disagree,Rather disagree,Rather disagree,Rather disagree,Rather disagree,Rather disagree,keine,25 - 60,low,user
118,Female,"",39,Deutschland,Bachelor,"",Manager ,3,4,4,4,Neutral,Neutral,Sometimes,Neutral,Neutral,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",No,Zu viele Nachrichten ,Keine,Nichts,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Keine,25 - 60,middle,non-user
120,Female,"",73,Deutschland,Lehre / Fachschule,"",Rentnerin ,4,4,3,3,Neutral,Neutral,Sometimes,Neutral,Neutral,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,"",Yes,"","","",Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per week,"",Rather disagree,Strongly disagree,Rather agree,Neutral,Unimportant,Neutral,Neutral,Important,Unimportant,Neutral,Rather agree,Rather agree,Rather agree,Rather agree,,Rather agree,Neutral,Strongly agree,Rather agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Rather agree,Rather agree,Rather agree,Strongly disagree,Strongly disagree,Rather disagree,Rather disagree,Strongly agree,Strongly disagree,Keine ,> 60,middle,non-user
121,Male,"",68,Deutschland,Master,"",Pensionär,3,5,2,2,Rather disagree,Strongly agree,Sometimes,Strongly disagree,Strongly disagree,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,"",No,Häufigkeit,Auf dem neuesten Stand,Weniger anbieten,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Strongly agree,Strongly agree,Strongly agree,Neutral,Very unimportant,Neutral,Important,Important,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Rather agree,Rather disagree,Rather agree,Rather disagree,Rather disagree,Strongly agree,Strongly disagree,Rather agree,Strongly agree,Rather disagree,Rather agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Rather disagree,Neutral,Bessere Gestaltung,> 60,low,non-user
122,Male,"",61,Deutschland,Lehre / Fachschule,"",Rentner ,1,3,1,1,Rather disagree,Rather agree,Sometimes,Strongly disagree,Rather disagree,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",I am not aware of the option,Das sie ständig eintrudeln…..das nervt obschon ich nicht jedes Mal zum Handy greife wenn es brummt ,So wirklich nützlich: keine!!!,Weniger Benachrichtigungen versenden,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per week,"",Strongly agree,Strongly agree,Rather disagree,Very unimportant,Very unimportant,Neutral,Important,Unimportant,Very unimportant,Important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Rather agree,Strongly agree,Rather agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Rather disagree,Strongly agree,Strongly agree,Strongly disagree,Rather agree,Strongly agree,Rather disagree,Strongly agree,Keine weiteren Optionen ,> 60,low,non-user
123,Male,"",69,Deutschland,Lehre / Fachschule,"",Rentner,1,1,3,3,Strongly disagree,Rather agree,Never,Neutral,Rather agree,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,"",No,Werbung,News,Blockieren,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Rather agree,Rather agree,Rather agree,Unimportant,Unimportant,Unimportant,Unimportant,Unimportant,Unimportant,Unimportant,Rather disagree,Rather disagree,Rather disagree,Rather agree,,Neutral,Neutral,Rather disagree,Rather disagree,Rather disagree,Rather agree,Rather agree,Rather agree,Neutral,Neutral,Neutral,Neutral,Rather agree,Rather agree,Rather disagree,Rather disagree,Rather disagree,Blockiersysteme,> 60,low,non-user
124,Female,"",57,Deutschland,Lehre / Fachschule,"",Köchin,5,5,4,3,Rather disagree,Rather agree,Sometimes,Rather disagree,Rather disagree,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",No,"Nützt mir nichts, da ich bei der Arbeit kein Handy habe",Vergesse keine Termine ,Ohne Ton ,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per day,"",Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Important,Important,Important,Important,Strongly agree,Strongly agree,Rather agree,Rather agree,,Strongly agree,Neutral,Strongly agree,Rather agree,Rather agree,Neutral,Neutral,Neutral,Rather disagree,Neutral,Neutral,Rather agree,Rather disagree,Rather agree,Rather agree,Rather disagree,Neutral,Den Ton ,25 - 60,high,non-user
125,Male,"",61,Deutschland,Lehre / Fachschule,"",Gärtner,3,3,5,3,Rather disagree,Strongly agree,Never,Neutral,Rather disagree,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",No,zu viele,eigentlich keine,keine senden,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Strongly agree,Rather agree,Neutral,Unimportant,Very unimportant,Unimportant,Neutral,Important,Very unimportant,Very unimportant,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,Rather agree,Neutral,Rather agree,Rather agree,Strongly agree,Strongly disagree,Rather agree,Neutral,Rather agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,ja oder nein,> 60,middle,non-user
126,Female,"",52,Deutschland,Lehre / Fachschule,"",Handelsfachwirt,2,2,5,5,Neutral,Rather agree,Sometimes,Strongly agree,Neutral,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,"",Yes,"E Mail
Info von firmrn",WhatsApp ,"1 x die Woche würde reichen
Nach 5 Stunden vom Bildschirm verschwinden ",Ja,Ja,Nein,Nein,Ja,"",Nein,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Rather agree,Neutral,Neutral,Unimportant,Very unimportant,Unimportant,Neutral,Very unimportant,Unimportant,Very unimportant,Rather agree,Rather agree,Neutral,Rather agree,,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,"Ich finde es gut, wenn ich es selbst entscheiden kann. Es gibt stressige Tage, da braucht man nicht noch nervende Apps",25 - 60,middle,user
128,Male,"",73,Deutschland,Lehre / Fachschule,"",Rentner,4,4,3,4,Neutral,Neutral,Sometimes,Strongly agree,Strongly agree,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,"",Yes,permanent gleiche Nachrichten zu bekommen,Hinweise auf weitere wichtige Nachrichten/Funktionen,Vorabeinstellungen,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Rather agree,Neutral,Neutral,Unimportant,Unimportant,Neutral,Neutral,Important,Neutral,Unimportant,Rather agree,Rather agree,Rather agree,Strongly agree,,Rather disagree,Rather agree,Rather agree,Neutral,Rather agree,Neutral,Rather disagree,Rather agree,Rather agree,Rather disagree,Rather agree,Rather agree,Rather disagree,Strongly agree,Rather agree,Rather disagree,Rather agree,"Anzeigendauer, keine Wiederholungen",> 60,middle,non-user
129,Male,"",76,Deutschland,Master,"",---,5,5,4,4,Rather disagree,Strongly agree,Never,Rather agree,Rather agree,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein, Push-Benachrichtigungen will ich nicht empfangen,No,die laufende Tätigkeit wird unterbrochen.,keine,ich weiß es nicht,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Depends on the app,"das ist mir egal, wer es braucht soll es gerne benutzen",Strongly agree,Strongly agree,Strongly agree,Important,Very unimportant,Very unimportant,Very unimportant,Important,Unimportant,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,Rather disagree,Strongly agree,Strongly agree,Rather agree,Rather agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Rather agree,Neutral,Strongly agree,Rather agree,Rather agree,Rather agree,keine Benachrichtigungen,> 60,high,non-user
130,Female,"",20,Deutschland,Lehre / Fachschule,"",Bauzeichner ,4,4,2,1,Strongly agree,Strongly agree,Sometimes,Rather agree,Strongly agree,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,"",Yes,"Ablenkung, oft uninteressant ",Erreichbarkeit ,Filter für wichtiges,Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",One per day,"",Rather disagree,Neutral,Strongly disagree,Very important,Neutral,Unimportant,Unimportant,Very important,Important,Important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Rather disagree,Strongly agree,Rather agree,Rather disagree,Strongly agree,Rather agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Rather agree,Rather disagree,Strongly agree,Rather disagree,Strongly agree,Strongly disagree,Nichts,< 25,low,non-user
131,Male,"",46,Deutschland,Abitur / Matura,"",Material Manager,4,4,4,4,Rather agree,Rather disagree,Sometimes,Neutral,Neutral,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Ja,Nein,Nein,"",No,"","","",Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Neutral,Rather agree,Rather disagree,Very important,Important,Important,Important,Very important,Important,Very important,Rather agree,Neutral,Neutral,Rather agree,,Strongly agree,Neutral,Strongly agree,Rather disagree,Strongly agree,Strongly agree,Rather agree,Rather agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Rather agree,Strongly agree,Neutral,Rather agree,Keine Ahnung,25 - 60,middle,non-user
132,Male,"",18,Deutschland,Abitur / Matura,"",Student,5,5,5,4,Strongly agree,Neutral,Sometimes,Strongly agree,Strongly agree,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,"",Yes,"","","",Nein,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,,"",Less than one per week,"",Strongly agree,Rather agree,Neutral,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Important,Very unimportant,Important,Strongly agree,Rather disagree,Rather agree,Rather agree,,Rather agree,Strongly agree,Strongly agree,Rather agree,Rather agree,Rather disagree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,Rather disagree,Neutral,Strongly agree,Strongly disagree,-,< 25,high,non-user
